Order_ID,Date,Region,Category,Product,Quantity,Unit_Price,Sales,Customer_Review
ORD2179,2024-05-07,West,Home & Kitchen,Blender,9,41.49,373.41,"Excellent value for money, very satisfied."
ORD2477,2024-05-09,North,Electronics,Wireless Earbuds,15,98.49,1477.35,"Superb build quality, very happy with the purchase."
ORD2299,2024-05-10,East,Clothing,T-Shirt,6,386.09,2316.54,Really impressed with the performance and design.
ORD2197,2024-05-10,East,Electronics,Bluetooth Speaker,11,477.49,5252.39,"It's okay, does the job as expected."
ORD1247,2024-05-11,North,Books,Comic Book,4,203.01,812.04,"Decent quality for the price, acceptable."
ORD2478,2024-05-12,East,Books,Self-Help Book,20,204.93,4098.6,"It's okay, does the job as expected."
ORD1754,2024-05-13,North,Books,Biography,1,240.66,240.66,"It's okay, does the job as expected."
ORD1958,2024-05-13,West,Home & Kitchen,Air Fryer,14,429.61,6014.54,"Decent quality for the price, acceptable."
ORD1239,2024-05-13,West,Home & Kitchen,Vacuum Cleaner,12,262.34,3148.08,"Excellent value for money, very satisfied."
ORD1757,2024-05-14,Central,Electronics,Smartwatch,3,408.3,1224.9,"Not worth the money, quality is really bad."
ORD1493,2024-05-14,South,Electronics,Smartphone,7,369.7,2587.9,"Average product, nothing special about it."
ORD1890,2024-05-14,North,Sports,Yoga Mat,1,244.96,244.96,"Superb build quality, very happy with the purchase."
ORD1707,2024-05-14,North,Clothing,Jeans,6,22.84,137.04,"Product stopped working after two days, frustrating."
ORD1723,2024-05-14,North,Home & Kitchen,Coffee Maker,7,11.73,82.11,"It's okay, does the job as expected."
ORD1584,2024-05-15,West,Clothing,Sneakers,4,18.12,72.48,"Fantastic experience, product is top notch."
ORD1568,2024-05-17,East,Clothing,Cap,15,255.55,3833.25,"Superb build quality, very happy with the purchase."
ORD2105,2024-05-17,North,Home & Kitchen,Cookware Set,3,154.57,463.71,"Excellent value for money, very satisfied."
ORD1709,2024-05-17,West,Home & Kitchen,Blender,17,424.61,7218.37,"Superb build quality, very happy with the purchase."
ORD1915,2024-05-17,West,Clothing,Sneakers,10,360.7,3607.0,"Great quality and fast delivery, highly recommend."
ORD1657,2024-05-17,East,Electronics,Smartwatch,9,450.34,4053.06,Really impressed with the performance and design.
ORD1993,2024-05-18,South,Home & Kitchen,Blender,1,103.49,103.49,Bad customer service and defective item received.
ORD1935,2024-05-19,East,Clothing,Jeans,1,136.61,136.61,Bad customer service and defective item received.
ORD1116,2024-05-19,Central,Clothing,Cap,3,145.36,436.08,"Works fine, but packaging could be better."
ORD2240,2024-05-19,Central,Electronics,Smartwatch,16,253.92,4062.72,"It is what it is, meets basic requirements."
ORD1310,2024-05-20,West,Electronics,Wireless Earbuds,8,43.3,346.4,"Excellent value for money, very satisfied."
ORD1171,2024-05-20,South,Clothing,Jacket,9,151.83,1366.47,Really impressed with the performance and design.
ORD2482,2024-05-20,South,Home & Kitchen,Blender,17,122.96,2090.32,"Average product, nothing special about it."
ORD1776,2024-05-20,North,Sports,Dumbbells,14,431.47,6040.58,Bad customer service and defective item received.
ORD2037,2024-05-21,South,Sports,Football,17,321.87,5471.79,"Works fine, but packaging could be better."
ORD2433,2024-05-21,North,Sports,Cricket Bat,17,226.53,3851.01,"Superb build quality, very happy with the purchase."
ORD1142,2024-05-23,North,Home & Kitchen,Air Fryer,2,473.67,947.34,Really impressed with the performance and design.
ORD1436,2024-05-24,West,Books,Fiction Novel,11,375.22,4127.42,"Superb build quality, very happy with the purchase."
ORD2047,2024-05-25,East,Sports,Yoga Mat,14,447.58,6266.12,"Great quality and fast delivery, highly recommend."
ORD2291,2024-05-25,West,Electronics,Bluetooth Speaker,1,456.96,456.96,"Fantastic experience, product is top notch."
ORD2340,2024-05-25,North,Home & Kitchen,Coffee Maker,3,144.21,432.63,Really impressed with the performance and design.
ORD2034,2024-05-25,South,Sports,Yoga Mat,19,216.66,4116.54,"Terrible experience, delivery was delayed a lot."
ORD2126,2024-05-26,North,Home & Kitchen,Coffee Maker,15,41.35,620.25,"Excellent value for money, very satisfied."
ORD1165,2024-05-26,South,Home & Kitchen,Blender,19,332.1,6309.9,"Absolutely love this product, works perfectly!"
ORD2235,2024-05-26,South,Books,Self-Help Book,13,288.1,3745.3,"Superb build quality, very happy with the purchase."
ORD1219,2024-05-26,North,Books,Self-Help Book,20,342.26,6845.2,"Exceeded my expectations, will buy again."
ORD2045,2024-05-27,East,Books,Self-Help Book,6,135.22,811.32,"This is amazing, exactly what I needed."
ORD2097,2024-05-27,North,Sports,Yoga Mat,5,399.5,1997.5,"Fantastic experience, product is top notch."
ORD2030,2024-05-27,South,Sports,Cricket Bat,17,72.29,1228.93,"Average product, nothing special about it."
ORD1940,2024-05-27,South,Clothing,Sneakers,4,95.83,383.32,"Not worth the money, quality is really bad."
ORD2344,2024-05-28,Central,Electronics,Bluetooth Speaker,11,335.39,3689.29,Bad customer service and defective item received.
ORD1866,2024-05-28,West,Electronics,Smartwatch,15,464.63,6969.45,"Superb build quality, very happy with the purchase."
ORD2200,2024-05-28,East,Books,Biography,10,420.24,4202.4,Really impressed with the performance and design.
ORD1896,2024-05-29,North,Home & Kitchen,Blender,9,474.91,4274.19,"Exceeded my expectations, will buy again."
ORD2085,2024-05-29,Central,Home & Kitchen,Cookware Set,5,240.07,1200.35,"Decent quality for the price, acceptable."
ORD2201,2024-05-29,East,Clothing,Cap,2,303.45,606.9,"Great quality and fast delivery, highly recommend."
ORD1995,2024-05-31,West,Electronics,Laptop,16,216.72,3467.52,"Exceeded my expectations, will buy again."
ORD1296,2024-06-01,West,Home & Kitchen,Air Fryer,10,194.47,1944.7,"Works fine, but packaging could be better."
ORD2099,2024-06-01,East,Clothing,Cap,11,131.11,1442.21,"Decent quality for the price, acceptable."
ORD1419,2024-06-01,West,Home & Kitchen,Vacuum Cleaner,2,310.91,621.82,"Decent quality for the price, acceptable."
ORD2008,2024-06-03,East,Electronics,Bluetooth Speaker,17,306.1,5203.7,"Absolutely love this product, works perfectly!"
ORD1788,2024-06-03,Central,Books,Self-Help Book,15,191.19,2867.85,"Excellent value for money, very satisfied."
ORD1701,2024-06-04,South,Books,Cookbook,11,449.62,4945.82,"It's okay, does the job as expected."
ORD1017,2024-06-05,South,Books,Comic Book,12,383.63,4603.56,"Absolutely love this product, works perfectly!"
ORD1325,2024-06-06,East,Electronics,Wireless Earbuds,13,358.72,4663.36,"Works fine, but packaging could be better."
ORD1289,2024-06-07,East,Clothing,Sneakers,9,102.36,921.24,"Very disappointed, product broke within a week."
ORD1591,2024-06-07,North,Sports,Running Shoes,14,329.27,4609.78,"Fantastic experience, product is top notch."
ORD1031,2024-06-07,West,Sports,Football,7,155.39,1087.73,"Product stopped working after two days, frustrating."
ORD2282,2024-06-08,West,Clothing,Cap,15,123.54,1853.1,"Decent quality for the price, acceptable."
ORD2310,2024-06-08,North,Electronics,Laptop,2,441.77,883.54,"Exceeded my expectations, will buy again."
ORD1677,2024-06-08,East,Electronics,Smartwatch,5,139.84,699.2,"Poor quality, would not recommend this to anyone."
ORD1699,2024-06-09,West,Home & Kitchen,Air Fryer,1,179.92,179.92,"This is amazing, exactly what I needed."
ORD1824,2024-06-10,West,Electronics,Bluetooth Speaker,1,441.02,441.02,"Absolutely love this product, works perfectly!"
ORD1763,2024-06-11,Central,Books,Self-Help Book,16,198.07,3169.12,"Fantastic experience, product is top notch."
ORD1241,2024-06-12,South,Books,Biography,11,467.54,5142.94,"Average product, nothing special about it."
ORD2274,2024-06-12,North,Clothing,Jeans,19,116.73,2217.87,"It is what it is, meets basic requirements."
ORD1276,2024-06-12,East,Electronics,Smartwatch,13,346.18,4500.34,Bad customer service and defective item received.
ORD1047,2024-06-12,East,Sports,Dumbbells,4,197.45,789.8,Really impressed with the performance and design.
ORD1109,2024-06-13,North,Home & Kitchen,Vacuum Cleaner,11,211.71,2328.81,"Fantastic experience, product is top notch."
ORD1863,2024-06-14,South,Clothing,Jeans,8,67.29,538.32,"Product stopped working after two days, frustrating."
ORD2251,2024-06-14,West,Electronics,Smartwatch,5,183.33,916.65,"Superb build quality, very happy with the purchase."
ORD2136,2024-06-14,East,Clothing,Sneakers,6,420.86,2525.16,"Average product, nothing special about it."
ORD2003,2024-06-14,West,Sports,Running Shoes,20,111.53,2230.6,"It's okay, does the job as expected."
ORD1193,2024-06-15,South,Books,Biography,6,417.36,2504.16,"Average product, nothing special about it."
ORD1979,2024-06-15,South,Electronics,Wireless Earbuds,13,391.95,5095.35,"Exceeded my expectations, will buy again."
ORD1046,2024-06-15,South,Books,Self-Help Book,6,441.89,2651.34,"Superb build quality, very happy with the purchase."
ORD1874,2024-06-16,East,Sports,Cricket Bat,14,367.02,5138.28,"Great quality and fast delivery, highly recommend."
ORD2289,2024-06-16,West,Sports,Football,10,172.56,1725.6,"Absolutely love this product, works perfectly!"
ORD1823,2024-06-17,Central,Clothing,Jacket,15,129.39,1940.85,"Average product, nothing special about it."
ORD1137,2024-06-17,East,Books,Comic Book,9,457.88,4120.92,"Terrible experience, delivery was delayed a lot."
ORD2172,2024-06-18,West,Books,Self-Help Book,14,133.91,1874.74,"Fantastic experience, product is top notch."
ORD1071,2024-06-18,West,Sports,Running Shoes,15,460.58,6908.7,"Product stopped working after two days, frustrating."
ORD2271,2024-06-19,North,Books,Comic Book,20,144.33,2886.6,"Terrible experience, delivery was delayed a lot."
ORD1580,2024-06-19,North,Books,Self-Help Book,9,462.0,4158.0,"Fantastic experience, product is top notch."
ORD2412,2024-06-19,North,Clothing,Jacket,6,172.76,1036.56,"Absolutely love this product, works perfectly!"
ORD1583,2024-06-20,East,Books,Comic Book,11,461.95,5081.45,"It's okay, does the job as expected."
ORD1547,2024-06-20,North,Books,Fiction Novel,18,271.27,4882.86,"Average product, nothing special about it."
ORD1331,2024-06-20,North,Sports,Dumbbells,14,145.22,2033.08,"Great quality and fast delivery, highly recommend."
ORD1366,2024-06-21,Central,Home & Kitchen,Cookware Set,11,489.71,5386.81,"This is amazing, exactly what I needed."
ORD1921,2024-06-22,East,Home & Kitchen,Blender,1,273.82,273.82,"Fantastic experience, product is top notch."
ORD1330,2024-06-22,Central,Clothing,Cap,13,93.06,1209.78,"This is amazing, exactly what I needed."
ORD2445,2024-06-23,South,Clothing,Jeans,17,373.42,6348.14,Really impressed with the performance and design.
ORD2359,2024-06-23,East,Books,Cookbook,19,496.49,9433.31,"Fantastic experience, product is top notch."
ORD1840,2024-06-23,Central,Books,Self-Help Book,19,485.37,9222.03,"Very disappointed, product broke within a week."
ORD2392,2024-06-23,South,Home & Kitchen,Air Fryer,3,103.67,311.01,"Terrible experience, delivery was delayed a lot."
ORD1819,2024-06-23,Central,Electronics,Smartwatch,19,41.34,785.46,"Very disappointed, product broke within a week."
ORD1679,2024-06-26,West,Electronics,Laptop,16,414.6,6633.6,"It is what it is, meets basic requirements."
ORD1151,2024-06-27,North,Books,Cookbook,9,35.68,321.12,"It is what it is, meets basic requirements."
ORD1625,2024-06-27,Central,Books,Comic Book,10,184.0,1840.0,"Works fine, but packaging could be better."
ORD2457,2024-06-27,North,Home & Kitchen,Cookware Set,11,62.75,690.25,"Exceeded my expectations, will buy again."
ORD2243,2024-06-28,South,Clothing,Cap,3,189.85,569.55,"Superb build quality, very happy with the purchase."
ORD1272,2024-06-28,South,Home & Kitchen,Cookware Set,20,429.51,8590.2,"Not worth the money, quality is really bad."
ORD1136,2024-06-28,West,Home & Kitchen,Vacuum Cleaner,7,74.76,523.32,"Superb build quality, very happy with the purchase."
ORD2421,2024-06-28,Central,Books,Biography,9,456.06,4104.54,"Superb build quality, very happy with the purchase."
ORD2280,2024-06-29,East,Home & Kitchen,Coffee Maker,9,486.09,4374.81,"Great quality and fast delivery, highly recommend."
ORD1426,2024-06-29,South,Sports,Running Shoes,8,300.33,2402.64,Bad customer service and defective item received.
ORD1620,2024-06-29,North,Clothing,Sneakers,14,254.8,3567.2,Bad customer service and defective item received.
ORD1585,2024-06-30,North,Clothing,Cap,16,451.79,7228.64,"It is what it is, meets basic requirements."
ORD2062,2024-06-30,West,Books,Cookbook,1,71.13,71.13,"Excellent value for money, very satisfied."
ORD1537,2024-06-30,West,Clothing,Jacket,3,101.62,304.86,"Great quality and fast delivery, highly recommend."
ORD1837,2024-07-01,West,Clothing,Cap,13,193.01,2509.13,"Excellent value for money, very satisfied."
ORD1016,2024-07-01,Central,Electronics,Laptop,17,457.19,7772.23,"Terrible experience, delivery was delayed a lot."
ORD2138,2024-07-01,East,Clothing,Sneakers,7,360.06,2520.42,"Product stopped working after two days, frustrating."
ORD1287,2024-07-01,North,Clothing,Jacket,18,202.6,3646.8,"Excellent value for money, very satisfied."
ORD1965,2024-07-02,Central,Books,Fiction Novel,9,93.23,839.07,"Superb build quality, very happy with the purchase."
ORD1722,2024-07-02,South,Clothing,Jeans,2,215.6,431.2,Really impressed with the performance and design.
ORD1777,2024-07-03,Central,Books,Biography,15,259.61,3894.15,"Works fine, but packaging could be better."
ORD2380,2024-07-03,North,Sports,Yoga Mat,11,220.4,2424.4,"Excellent value for money, very satisfied."
ORD1285,2024-07-03,West,Electronics,Laptop,5,385.26,1926.3,Bad customer service and defective item received.
ORD1827,2024-07-03,Central,Books,Fiction Novel,16,309.9,4958.4,"This is amazing, exactly what I needed."
ORD1164,2024-07-03,North,Books,Cookbook,9,354.32,3188.88,"Superb build quality, very happy with the purchase."
ORD2284,2024-07-03,West,Clothing,Cap,10,20.31,203.1,"Exceeded my expectations, will buy again."
ORD1988,2024-07-05,South,Electronics,Smartwatch,13,32.18,418.34,"This is amazing, exactly what I needed."
ORD2263,2024-07-05,North,Clothing,Jacket,2,10.26,20.52,"Decent quality for the price, acceptable."
ORD1505,2024-07-06,East,Electronics,Laptop,4,206.38,825.52,"Terrible experience, delivery was delayed a lot."
ORD1355,2024-07-06,North,Clothing,Jacket,12,349.78,4197.36,"Fantastic experience, product is top notch."
ORD2091,2024-07-07,West,Sports,Dumbbells,1,187.78,187.78,"Absolutely love this product, works perfectly!"
ORD2177,2024-07-09,South,Sports,Football,7,38.9,272.3,"Excellent value for money, very satisfied."
ORD1033,2024-07-09,North,Electronics,Bluetooth Speaker,3,301.57,904.71,"Average product, nothing special about it."
ORD2176,2024-07-09,East,Clothing,Jeans,5,107.03,535.15,"Great quality and fast delivery, highly recommend."
ORD1778,2024-07-09,South,Sports,Running Shoes,14,306.24,4287.36,"Average product, nothing special about it."
ORD2121,2024-07-10,North,Books,Biography,7,44.05,308.35,"Terrible experience, delivery was delayed a lot."
ORD1743,2024-07-10,West,Books,Comic Book,20,67.25,1345.0,"Decent quality for the price, acceptable."
ORD1929,2024-07-10,Central,Clothing,T-Shirt,19,254.61,4837.59,"Works fine, but packaging could be better."
ORD1327,2024-07-10,North,Electronics,Smartphone,14,229.93,3219.02,"Works fine, but packaging could be better."
ORD1492,2024-07-11,East,Home & Kitchen,Air Fryer,6,474.56,2847.36,"Not worth the money, quality is really bad."
ORD2347,2024-07-11,South,Electronics,Wireless Earbuds,14,351.26,4917.64,"It is what it is, meets basic requirements."
ORD1119,2024-07-12,East,Sports,Cricket Bat,8,290.18,2321.44,"Fantastic experience, product is top notch."
ORD1025,2024-07-13,West,Clothing,Sneakers,4,57.5,230.0,"Fantastic experience, product is top notch."
ORD1255,2024-07-14,North,Electronics,Bluetooth Speaker,1,226.11,226.11,"Fantastic experience, product is top notch."
ORD2001,2024-07-15,East,Electronics,Smartphone,16,178.49,2855.84,"Excellent value for money, very satisfied."
ORD1055,2024-07-15,South,Home & Kitchen,Cookware Set,14,335.82,4701.48,"Exceeded my expectations, will buy again."
ORD2268,2024-07-16,South,Electronics,Bluetooth Speaker,15,463.5,6952.5,"Superb build quality, very happy with the purchase."
ORD1735,2024-07-17,East,Books,Self-Help Book,1,67.92,67.92,"Great quality and fast delivery, highly recommend."
ORD2420,2024-07-17,North,Home & Kitchen,Coffee Maker,13,322.98,4198.74,Bad customer service and defective item received.
ORD2167,2024-07-17,South,Sports,Football,14,478.98,6705.72,"Decent quality for the price, acceptable."
ORD2134,2024-07-18,West,Sports,Running Shoes,13,28.51,370.63,"Exceeded my expectations, will buy again."
ORD1871,2024-07-18,West,Electronics,Bluetooth Speaker,16,165.7,2651.2,"It's okay, does the job as expected."
ORD2458,2024-07-19,South,Books,Comic Book,9,250.64,2255.76,"Average product, nothing special about it."
ORD1565,2024-07-20,Central,Home & Kitchen,Coffee Maker,9,369.44,3324.96,"It's okay, does the job as expected."
ORD2093,2024-07-21,South,Electronics,Wireless Earbuds,10,95.33,953.3,Bad customer service and defective item received.
ORD1248,2024-07-22,South,Books,Cookbook,20,259.47,5189.4,"Absolutely love this product, works perfectly!"
ORD2342,2024-07-22,South,Home & Kitchen,Vacuum Cleaner,12,471.55,5658.6,"Exceeded my expectations, will buy again."
ORD1981,2024-07-23,Central,Electronics,Laptop,16,228.27,3652.32,"This is amazing, exactly what I needed."
ORD2141,2024-07-23,South,Clothing,Jacket,3,17.86,53.58,"Absolutely love this product, works perfectly!"
ORD2374,2024-07-23,West,Home & Kitchen,Vacuum Cleaner,3,180.79,542.37,"Decent quality for the price, acceptable."
ORD2004,2024-07-23,South,Sports,Dumbbells,6,306.82,1840.92,"Fantastic experience, product is top notch."
ORD1488,2024-07-23,Central,Electronics,Wireless Earbuds,12,475.53,5706.36,"Product stopped working after two days, frustrating."
ORD1804,2024-07-24,West,Sports,Yoga Mat,20,202.39,4047.8,"It's okay, does the job as expected."
ORD2087,2024-07-24,South,Sports,Running Shoes,7,394.78,2763.46,Really impressed with the performance and design.
ORD1599,2024-07-25,North,Sports,Cricket Bat,17,150.14,2552.38,"Excellent value for money, very satisfied."
ORD2012,2024-07-25,North,Home & Kitchen,Coffee Maker,15,485.12,7276.8,"It's okay, does the job as expected."
ORD2410,2024-07-27,South,Sports,Dumbbells,12,322.08,3864.96,"Decent quality for the price, acceptable."
ORD1972,2024-07-27,North,Electronics,Laptop,10,98.52,985.2,"This is amazing, exactly what I needed."
ORD1390,2024-07-27,Central,Home & Kitchen,Blender,5,272.83,1364.15,"Great quality and fast delivery, highly recommend."
ORD2468,2024-07-28,South,Home & Kitchen,Blender,18,410.21,7383.78,"Absolutely love this product, works perfectly!"
ORD1548,2024-07-29,North,Clothing,Sneakers,18,416.09,7489.62,Bad customer service and defective item received.
ORD2479,2024-07-29,Central,Electronics,Laptop,16,355.58,5689.28,"Poor quality, would not recommend this to anyone."
ORD1365,2024-07-30,South,Clothing,Cap,7,404.67,2832.69,"It is what it is, meets basic requirements."
ORD2124,2024-07-30,West,Sports,Yoga Mat,5,436.52,2182.6,Really impressed with the performance and design.
ORD1849,2024-07-31,Central,Books,Comic Book,3,314.02,942.06,"Absolutely love this product, works perfectly!"
ORD2065,2024-08-02,Central,Home & Kitchen,Air Fryer,1,106.08,106.08,"Not worth the money, quality is really bad."
ORD1732,2024-08-02,Central,Books,Biography,7,309.91,2169.37,"Great quality and fast delivery, highly recommend."
ORD2005,2024-08-02,South,Sports,Running Shoes,18,33.05,594.9,"This is amazing, exactly what I needed."
ORD2223,2024-08-02,Central,Books,Comic Book,4,334.68,1338.72,"Absolutely love this product, works perfectly!"
ORD2348,2024-08-02,East,Sports,Dumbbells,7,486.15,3403.05,"It's okay, does the job as expected."
ORD1578,2024-08-03,West,Sports,Cricket Bat,19,89.01,1691.19,"Very disappointed, product broke within a week."
ORD2203,2024-08-03,South,Electronics,Laptop,8,353.2,2825.6,"Exceeded my expectations, will buy again."
ORD1045,2024-08-03,East,Home & Kitchen,Blender,8,336.8,2694.4,"Fantastic experience, product is top notch."
ORD2339,2024-08-04,North,Sports,Dumbbells,1,476.8,476.8,"Decent quality for the price, acceptable."
ORD1557,2024-08-04,East,Home & Kitchen,Coffee Maker,14,453.76,6352.64,"Poor quality, would not recommend this to anyone."
ORD1318,2024-08-04,South,Books,Fiction Novel,19,243.0,4617.0,"Great quality and fast delivery, highly recommend."
ORD1977,2024-08-04,South,Home & Kitchen,Cookware Set,2,402.76,805.52,"Absolutely love this product, works perfectly!"
ORD2181,2024-08-04,North,Books,Fiction Novel,17,397.98,6765.66,"This is amazing, exactly what I needed."
ORD2313,2024-08-04,South,Books,Biography,13,313.33,4073.29,"Exceeded my expectations, will buy again."
ORD1542,2024-08-06,South,Electronics,Laptop,11,172.22,1894.42,Really impressed with the performance and design.
ORD2021,2024-08-06,East,Books,Comic Book,3,260.72,782.16,"Superb build quality, very happy with the purchase."
ORD2028,2024-08-07,West,Sports,Dumbbells,15,48.26,723.9,"Works fine, but packaging could be better."
ORD2323,2024-08-08,South,Electronics,Wireless Earbuds,5,386.72,1933.6,"Superb build quality, very happy with the purchase."
ORD2224,2024-08-08,East,Clothing,Jeans,5,305.05,1525.25,"Superb build quality, very happy with the purchase."
ORD1841,2024-08-09,West,Sports,Football,19,242.01,4598.19,"Absolutely love this product, works perfectly!"
ORD2373,2024-08-10,North,Clothing,Jacket,1,170.49,170.49,"Exceeded my expectations, will buy again."
ORD1805,2024-08-11,West,Clothing,Cap,20,325.24,6504.8,Bad customer service and defective item received.
ORD2429,2024-08-12,East,Books,Fiction Novel,2,241.86,483.72,"Fantastic experience, product is top notch."
ORD1134,2024-08-12,East,Clothing,Cap,7,314.24,2199.68,"Average product, nothing special about it."
ORD2142,2024-08-13,North,Home & Kitchen,Coffee Maker,4,400.49,1601.96,"Poor quality, would not recommend this to anyone."
ORD1820,2024-08-13,Central,Sports,Football,3,404.18,1212.54,"Fantastic experience, product is top notch."
ORD1070,2024-08-13,Central,Books,Comic Book,16,117.52,1880.32,"Absolutely love this product, works perfectly!"
ORD1563,2024-08-14,South,Electronics,Laptop,14,145.57,2037.98,"Superb build quality, very happy with the purchase."
ORD2064,2024-08-14,East,Electronics,Bluetooth Speaker,8,490.26,3922.08,"Very disappointed, product broke within a week."
ORD1711,2024-08-15,West,Electronics,Laptop,7,381.31,2669.17,Really impressed with the performance and design.
ORD2261,2024-08-15,South,Books,Cookbook,11,218.78,2406.58,"Fantastic experience, product is top notch."
ORD2355,2024-08-16,South,Home & Kitchen,Air Fryer,15,280.28,4204.2,Really impressed with the performance and design.
ORD1226,2024-08-17,Central,Clothing,Jacket,4,492.71,1970.84,"Average product, nothing special about it."
ORD1398,2024-08-17,West,Electronics,Bluetooth Speaker,11,131.65,1448.15,"Terrible experience, delivery was delayed a lot."
ORD2276,2024-08-17,South,Books,Fiction Novel,2,271.45,542.9,"Exceeded my expectations, will buy again."
ORD1536,2024-08-18,West,Clothing,Cap,12,380.0,4560.0,"Excellent value for money, very satisfied."
ORD1449,2024-08-19,East,Sports,Cricket Bat,9,286.48,2578.32,"Great quality and fast delivery, highly recommend."
ORD1097,2024-08-19,Central,Books,Comic Book,17,196.39,3338.63,"Terrible experience, delivery was delayed a lot."
ORD1092,2024-08-20,East,Electronics,Smartphone,12,97.93,1175.16,"Exceeded my expectations, will buy again."
ORD1835,2024-08-21,East,Clothing,T-Shirt,4,126.19,504.76,"Excellent value for money, very satisfied."
ORD2472,2024-08-21,East,Sports,Cricket Bat,1,466.31,466.31,"Excellent value for money, very satisfied."
ORD1462,2024-08-21,North,Home & Kitchen,Air Fryer,5,157.24,786.2,"Decent quality for the price, acceptable."
ORD2259,2024-08-22,South,Clothing,Cap,4,74.82,299.28,"Excellent value for money, very satisfied."
ORD1594,2024-08-23,North,Sports,Dumbbells,15,393.72,5905.8,"Very disappointed, product broke within a week."
ORD1571,2024-08-25,West,Electronics,Smartphone,3,139.53,418.59,"Excellent value for money, very satisfied."
ORD2454,2024-08-25,South,Electronics,Wireless Earbuds,4,335.98,1343.92,Really impressed with the performance and design.
ORD1645,2024-08-26,North,Clothing,Sneakers,3,83.84,251.52,"Superb build quality, very happy with the purchase."
ORD1772,2024-08-28,North,Electronics,Laptop,14,354.09,4957.26,"Superb build quality, very happy with the purchase."
ORD1500,2024-08-28,East,Clothing,Sneakers,1,16.25,16.25,"Great quality and fast delivery, highly recommend."
ORD1178,2024-08-29,South,Home & Kitchen,Vacuum Cleaner,4,81.76,327.04,"Exceeded my expectations, will buy again."
ORD2158,2024-08-29,South,Books,Comic Book,17,48.3,821.1,"Decent quality for the price, acceptable."
ORD1933,2024-08-29,Central,Clothing,Jacket,13,126.86,1649.18,"Absolutely love this product, works perfectly!"
ORD1619,2024-08-29,East,Clothing,T-Shirt,18,221.79,3992.22,"Exceeded my expectations, will buy again."
ORD1293,2024-08-30,East,Books,Comic Book,10,439.37,4393.7,"Product stopped working after two days, frustrating."
ORD2151,2024-08-30,East,Books,Fiction Novel,14,381.05,5334.7,"It's okay, does the job as expected."
ORD2075,2024-09-01,West,Clothing,T-Shirt,11,417.93,4597.23,"Product stopped working after two days, frustrating."
ORD1113,2024-09-02,Central,Electronics,Wireless Earbuds,6,162.27,973.62,"Fantastic experience, product is top notch."
ORD1264,2024-09-02,Central,Electronics,Bluetooth Speaker,8,34.88,279.04,"Poor quality, would not recommend this to anyone."
ORD2365,2024-09-02,South,Sports,Running Shoes,8,155.49,1243.92,"Excellent value for money, very satisfied."
ORD1931,2024-09-03,South,Home & Kitchen,Air Fryer,5,375.75,1878.75,"Works fine, but packaging could be better."
ORD1314,2024-09-03,South,Electronics,Bluetooth Speaker,7,313.69,2195.83,"Superb build quality, very happy with the purchase."
ORD1209,2024-09-03,East,Home & Kitchen,Blender,4,388.04,1552.16,"Decent quality for the price, acceptable."
ORD1243,2024-09-03,West,Sports,Football,7,295.84,2070.88,"This is amazing, exactly what I needed."
ORD1339,2024-09-04,East,Sports,Dumbbells,9,332.74,2994.66,"Works fine, but packaging could be better."
ORD1610,2024-09-04,South,Sports,Dumbbells,9,111.32,1001.88,"Excellent value for money, very satisfied."
ORD1818,2024-09-05,North,Sports,Football,5,17.04,85.2,"Decent quality for the price, acceptable."
ORD1348,2024-09-06,South,Home & Kitchen,Blender,17,95.48,1623.16,"Fantastic experience, product is top notch."
ORD1000,2024-09-07,East,Electronics,Wireless Earbuds,8,78.37,626.96,"Great quality and fast delivery, highly recommend."
ORD1127,2024-09-07,South,Home & Kitchen,Air Fryer,17,211.91,3602.47,"Average product, nothing special about it."
ORD1291,2024-09-07,North,Sports,Football,2,207.11,414.22,"Excellent value for money, very satisfied."
ORD1038,2024-09-07,North,Clothing,Jacket,12,149.64,1795.68,"This is amazing, exactly what I needed."
ORD1009,2024-09-07,Central,Books,Self-Help Book,6,236.51,1419.06,"Excellent value for money, very satisfied."
ORD2094,2024-09-08,Central,Clothing,Jacket,6,106.03,636.18,"This is amazing, exactly what I needed."
ORD2042,2024-09-08,South,Electronics,Laptop,19,227.67,4325.73,"Product stopped working after two days, frustrating."
ORD2058,2024-09-08,East,Home & Kitchen,Air Fryer,11,177.4,1951.4,"Superb build quality, very happy with the purchase."
ORD1687,2024-09-09,Central,Books,Comic Book,8,45.11,360.88,"Decent quality for the price, acceptable."
ORD1034,2024-09-09,Central,Sports,Yoga Mat,19,301.31,5724.89,"Works fine, but packaging could be better."
ORD1259,2024-09-09,South,Books,Biography,9,283.46,2551.14,"This is amazing, exactly what I needed."
ORD1633,2024-09-10,South,Sports,Running Shoes,10,227.15,2271.5,"Exceeded my expectations, will buy again."
ORD1920,2024-09-10,South,Home & Kitchen,Blender,8,327.56,2620.48,"It's okay, does the job as expected."
ORD1648,2024-09-11,North,Sports,Yoga Mat,13,387.9,5042.7,"Absolutely love this product, works perfectly!"
ORD2287,2024-09-11,South,Electronics,Wireless Earbuds,3,141.15,423.45,"Product stopped working after two days, frustrating."
ORD1383,2024-09-11,North,Clothing,Jacket,18,304.49,5480.82,"Decent quality for the price, acceptable."
ORD2073,2024-09-12,North,Clothing,Sneakers,7,90.6,634.2,"Great quality and fast delivery, highly recommend."
